Course_Link,image-module_image__1vzg2 src,Provider,Title,ReviewStars,Number_of_review,Duration_Week,Duration_per_week,Cost,Image-wrapper_hti-1
https://www.futurelearn.com/courses/electrical-industry-production-and-economics,https://ugc.futurelearn.com/uploads/images/ca/32/thumbnail_ca323407-e52b-4e90-aeb9-365b381b164c.jpg,University of Padova,Electrical Industry: Production and Economics,4.4,(15 reviews),4 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/ca/32/thumbnail_ca323407-e52b-4e90-aeb9-365b381b164c.jpg"" alt=""A darkened city skyline with many coloured lines crossing in all directions ""/>"
https://www.futurelearn.com/courses/vulnerable-patient,https://ugc.futurelearn.com/uploads/images/27/3a/thumbnail_273a1b27-b2c0-492a-b05c-36cbd252ca4d.jpg,BSAC,Infection Prevention for Vulnerable Patients,4.6,(7 reviews),2 weeks,2 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/27/3a/thumbnail_273a1b27-b2c0-492a-b05c-36cbd252ca4d.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/sustainable-solutions-in-low-resource-healthcare-settings,https://ugc.futurelearn.com/uploads/images/a7/94/thumbnail_a7948a27-2a98-42e4-8d64-36ef96a80cf0.jpg,"St George's, University of London",Medical Equipment Donations to Low Resource Settings,5,(6 reviews),2 weeks,2 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/a7/94/thumbnail_a7948a27-2a98-42e4-8d64-36ef96a80cf0.jpg"" alt=""Globe and stethoscope""/>"
https://www.futurelearn.com/courses/antimicrobial-resistance-food-chain,https://ugc.futurelearn.com/uploads/images/9d/08/thumbnail_9d08f9e9-778b-4391-b0b3-d0711d130dae.jpg,The University of Nottingham,Antimicrobial Resistance in the Food Chain,4.8,(19 reviews),3 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/9d/08/thumbnail_9d08f9e9-778b-4391-b0b3-d0711d130dae.jpg"" alt=""A vet injecting pigs""/>"
https://www.futurelearn.com/courses/weobserve-the-earth,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Dundee & WeObserve,Citizen Science Projects: How to Make a Difference,4.9,(14 reviews),4 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/a6/a4/thumbnail_a6a45f90-2083-4d78-83d3-ba83a7259057.jpg"" alt=""Project logo""/>"
https://www.futurelearn.com/courses/the-genomics-era,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","St George's, University of London & St George's University Hospitals NHS Foundation Trust",The Genomics Era: the Future of Genetics in Medicine,4.8,(149 reviews),5 weeks,2 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/1a/4c/thumbnail_1a4cad2b-a182-44b5-b78b-9311b83a0e32.jpg"" alt=""Genomics and a DNA helix model""/>"
https://www.futurelearn.com/courses/vaccines-covid-19,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",BSAC,Vaccine Development: Finding a Vaccine for COVID-19 and Future Pandemics,4.6,(144 reviews),3 weeks,2 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/3a/0d/thumbnail_3a0d89dc-decd-43d3-9353-2873da3bdbeb.jpg"" alt=""A needle syringe drawing liquid from a vial""/>"
https://www.futurelearn.com/courses/tackling-antibiotic-resistance-dentists,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",BSAC & FDI World Dental Federation,Tackling Antibiotic Resistance: What Should Dental Teams Do?,4.8,(24 reviews),3 weeks,1 hr per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/6d/a3/thumbnail_6da3ec09-3f50-445c-b36a-4c26d504d958.jpg"" alt=""a dentist using instruments to give a woman dental treatment ""/>"
https://www.futurelearn.com/courses/risk-management,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",SOAS University of London,Risk Management in the Global Economy,4.5,(79 reviews),4 weeks,2 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/01/07/thumbnail_0107cf37-7041-45aa-b2c0-3f4e8107b6cf.jpg"" alt=""Stock market""/>"
https://www.futurelearn.com/courses/introduction-to-microbiology,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Reading,Small and Mighty: Introduction to Microbiology,4.8,(158 reviews),3 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/1c/ed/thumbnail_1ceda23d-99f4-4300-91d9-d38d41ccabd2.jpg"" alt=""Hand imprints of microbes""/>"
https://www.futurelearn.com/courses/climate-change-the-solutions,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Exeter,Climate Change: Solutions,4.6,(251 reviews),4 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/d8/1e/thumbnail_d81e7d90-be24-4715-9abc-e2a796cca870.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/ultrasound-imaging,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Twente,Ultrasound Imaging: What Is Inside?,4.5,(46 reviews),6 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/9c/f4/thumbnail_9cf42f37-04cf-4d45-8b99-e06b22953083.jpg"" alt=""Photograph of an ultrasound scan taking place""/>"
https://www.futurelearn.com/courses/process-mining,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Eindhoven University of Technology,Introduction to Process Mining with ProM,4.5,(6 reviews),4 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/b3/25/thumbnail_b3256451-d6c8-4463-8b79-6075da090e44.jpg"" alt=""Illustration to represent the process mining course showing cogs and arrows""/>"
https://www.futurelearn.com/courses/process-mining-healthcare,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Eindhoven University of Technology,Process Mining in Healthcare,,,4 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/67/40/thumbnail_67400f34-1b54-4be1-833f-c520fd3d0276.jpg"" alt=""A surgeon and a process model""/>"
https://www.futurelearn.com/courses/essentialmath-for-machine-learning-r,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","CloudSwyft Global Systems, Inc.",Essential Mathematics for Data Science and Machine Learning: Using R,,,4 weeks,6 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/f7/bd/thumbnail_f7bd80ee-027f-42b4-887c-8bcac3be55be.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/diabetes-genomic-medicine,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Exeter,Genomic Medicine: Transforming Patient Care in Diabetes,4.6,(40 reviews),4 weeks,2 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/dd/4a/thumbnail_dd4a17f3-6e94-4ade-bf82-d4b60406a8f0.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/querying-data-with-transact-sql-r,https://ugc.futurelearn.com/uploads/images/a6/09/thumbnail_a6095865-a835-40f1-b216-0ef3a82eb47b.jpg,"CloudSwyft Global Systems, Inc.",Microsoft Future Ready: Data Query with Transact-SQL (T-SQL),,,4 weeks,5 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/a6/09/thumbnail_a6095865-a835-40f1-b216-0ef3a82eb47b.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/designing-and-implementing-data-science-solution-on-azure-r,https://ugc.futurelearn.com/uploads/images/2b/fd/thumbnail_2bfd7713-e505-4a23-8eb5-16fb2073912a.jpg,"CloudSwyft Global Systems, Inc.",Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure,,,3 weeks,6 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/2b/fd/thumbnail_2bfd7713-e505-4a23-8eb5-16fb2073912a.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/introductiontorfordatascience-r,https://ugc.futurelearn.com/uploads/images/b9/cf/thumbnail_b9cf425d-fd21-4836-8f11-001f75ba8ab0.jpg,"CloudSwyft Global Systems, Inc.",Microsoft Future Ready: Fundamentals to R for Data Science,,,3 weeks,5 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/b9/cf/thumbnail_b9cf425d-fd21-4836-8f11-001f75ba8ab0.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/cloudswyft-msft-azure-cloud-fundamentals-r,https://ugc.futurelearn.com/uploads/images/ee/ac/thumbnail_eeac6ee8-0abd-4893-badd-18d65f07aaf7.jpg,"CloudSwyft Global Systems, Inc.",Microsoft Future Ready: Introduction to Azure Cloud for Data Scientists,,,2 weeks,6 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/ee/ac/thumbnail_eeac6ee8-0abd-4893-badd-18d65f07aaf7.jpg"" alt=""A man sitting with headphones in front of a computer. The image is labeled Cloudswyft.""/>"
https://www.futurelearn.com/courses/cloudswyft-introduction-to-data-science-r,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","CloudSwyft Global Systems, Inc.",Microsoft Future Ready: Introduction to Data Science,,,2 weeks,5 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/ae/2d/thumbnail_ae2dfc0d-3f4e-4bf5-90f5-e0aad21471f9.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/climate-change-the-science,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Exeter,Climate Change: The Science,4.8,(260 reviews),4 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/07/cd/thumbnail_07cdc3cb-a976-4286-8961-be49daf4fd27.jpg"" alt=""Sunrise over the Earth""/>"
https://www.futurelearn.com/courses/datasciemethodsonpl-ethics,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","CloudSwyft Global Systems, Inc.",Microsoft Future Ready: Data Science Research Methods Using Python Programming,,,3 weeks,5 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/14/8e/thumbnail_148e9c1d-b7a7-4ad1-a997-a83902a38ae0.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/cloudswyft-msft-ai-ethics,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","CloudSwyft Global Systems, Inc.",Microsoft Future Ready: Designing and Implementing an Azure AI Solution,,,3 weeks,6 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/40/bb/thumbnail_40bb47a8-845b-4910-ad14-5c31109e3a61.jpg"" alt=""Azure AI Engineer Course Run Thumbnail""/>"
https://www.futurelearn.com/courses/cloudswyft-msft-azure-cloud-fundamentals-data-science,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","CloudSwyft Global Systems, Inc.",Azure Cloud Fundamentals for Data Science with Python,,,2 weeks,6 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/c2/be/thumbnail_c2be9dac-6c74-4317-bc8c-e61836a9e517.jpg"" alt=""A man sitting with headphones in front of a computer. The image is labeled Cloudswyft.""/>"
https://www.futurelearn.com/courses/querying-data-with-transact-sql-et2,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","CloudSwyft Global Systems, Inc.",Data Query with Transact-SQL with Python,,,4 weeks,5 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/8f/67/thumbnail_8f675c5f-3c2a-47a7-b7fb-994c45fe4613.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/essentialmathfordataanalysisusingexcelonline,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","CloudSwyft Global Systems, Inc.",Essential Mathematics for Data Analysis in Microsoft Excel,,,3 weeks,5 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/ca/30/thumbnail_ca30855a-a26a-4d78-b7e0-4a935c7d0072.jpg"" alt=""Computer screen with graphs and data""/>"
https://www.futurelearn.com/courses/cloudswyft-introduction-to-data-science-et,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","CloudSwyft Global Systems, Inc.",Introduction to Data Science with Microsoft Azure,,,2 weeks,5 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/04/36/thumbnail_0436ad50-6588-400e-9a16-3343a275d4bc.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/learning-and-memory,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Central Queensland University,Learning and Memory: Understandings from Educational Neuroscience,4.8,(254 reviews),2 weeks,3 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/0e/e7/thumbnail_0ee79eed-5643-467e-ac3b-578f4055d9a8.jpg"" alt=""model of a brain split in half""/>"
https://www.futurelearn.com/courses/essential-mathematics-for-mla-et,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","CloudSwyft Global Systems, Inc.",Mathematics for Data Science: Essential Mathematics for Machine Learning and AI,,,4 weeks,5 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/da/f0/thumbnail_daf0985a-8bd7-4935-a10e-5573782d4c48.jpg"" alt=""blue image""/>"
