Course Name,URL,Categories,Short Description,Long Description,Difficulty,Duration,Free Option,Number of Enrolled,Rating,Paid Option,Language,Subtitle Language,Platform,Provider,Image URL
Introduction to HTS: Applications in genomics and transcriptomics,https://moocs.uvigo.gal/courses/course-v1:uvigo+HTS+2021/about,Computer Science,This course is an introduction to the management and use of data produced by high throughput technologies (HTS).,This course is an introduction to the management and use of data produced by high throughput technologies (HTS).,Introductory,0,1,0,4.39,0,English,English,Independent Courses,University of Vigo,
The Modern JavaScript Tutorial,https://javascript.info/,Computer Science,"How it's done now. From the basics to advanced topics with simple, but detailed explanations.
Part 1:&nbsp;Here we learn JavaScript, starting from scratch and go on to advanced concepts like OOP.&nbsp;We concentrate on the language itself here, with the…","How it's done now. From the basics to advanced topics with simple, but detailed explanations.
Part 1:&nbsp;Here we learn JavaScript, starting from scratch and go on to advanced concepts like OOP.&nbsp;We concentrate on the language itself here, with the…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
Introduction to SQL,https://sqlbolt.com/,Computer Science,"Welcome to SQLBolt, a series of interactive lessons and exercises designed to help you quickly learn SQL right in your browser.","Welcome to SQLBolt, a series of interactive lessons and exercises designed to help you quickly learn SQL right in your browser.",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
Learn C - Free Interactive C Tutorial,https://www.learn-c.org/,Computer Science,"Welcome to the learn-c.org free interactive C tutorial.
Whether you are an experienced programmer or not, this website is intended for everyone who wishes to learn the C programming language.
There is no need to download anything - Just click on the chap…","Welcome to the learn-c.org free interactive C tutorial.
Whether you are an experienced programmer or not, this website is intended for everyone who wishes to learn the C programming language.
There is no need to download anything - Just click on the chap…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
Learn C#,https://www.learncs.org/,Computer Science,"Welcome
Welcome to the learncs.org free interactive C# tutorial.
Whether you are an experienced programmer or not, this website is intended for everyone who wishes to learn the C# programming language.
There is no need to download anything - Just click o…","Welcome
Welcome to the learncs.org free interactive C# tutorial.
Whether you are an experienced programmer or not, this website is intended for everyone who wishes to learn the C# programming language.
There is no need to download anything - Just click o…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
C# Tutorial,https://www.tutorialspoint.com/csharp/index.htm,Computer Science,"C# is a simple, modern, general-purpose, object-oriented programming language developed by Microsoft within its .NET initiative led by Anders Hejlsberg. This tutorial will teach you basic C# programming and will also take you through various advanced con…","C# is a simple, modern, general-purpose, object-oriented programming language developed by Microsoft within its .NET initiative led by Anders Hejlsberg. This tutorial will teach you basic C# programming and will also take you through various advanced con…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
Front-end web developer,https://developer.mozilla.org/en-US/docs/Learn/Front-end_web_developer,Computer Science,"Here we provide you with a structured course that will teach you all you need to know to become a front-end web developer. Work through each section, learning new skills (or improving existing ones) as you go along. Each section includes exercises and as…","Here we provide you with a structured course that will teach you all you need to know to become a front-end web developer. Work through each section, learning new skills (or improving existing ones) as you go along. Each section includes exercises and as…",Introductory,2,1,0,4.39,0,English,English,Independent Courses,Mozilla,
TypeScript Basics,https://www.executeprogram.com/courses/typescript-basics,Computer Science,"Syllabus: TYPESCRIPT BASICS EXTRAS

 You don't have to read these articles to complete any of the lessons, but you may find them helpful (now or later).




 How to install TypeScript;
 How to use TypeScript in Node.js;
 Is TypeScript Better Than JavaScr…","Syllabus: TYPESCRIPT BASICS EXTRAS

 You don't have to read these articles to complete any of the lessons, but you may find them helpful (now or later).




 How to install TypeScript;
 How to use TypeScript in Node.js;
 Is TypeScript Better Than JavaScr…",Introductory,1,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
Your First iOS & SwiftUI App: An App from Scratch,https://www.kodeco.com/28797163-your-first-ios-swiftui-app-an-app-from-scratch,Computer Science,"If you’re a complete beginner to iOS and SwiftUI development and wondering how to get started, this is the course for you.","If you’re a complete beginner to iOS and SwiftUI development and wondering how to get started, this is the course for you.",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
Your First iOS & SwiftUI App: Polishing the App,https://www.kodeco.com/28797859-your-first-ios-swiftui-app-polishing-the-app,Computer Science,"This course is the sequel to “Your First iOS & SwiftUI App: An App from Scratch.” In this course, we’ll finish off our “nice-to-haves” on our programming to-do list for Bull’s Eye, resulting in a professional and polished app.","This course is the sequel to “Your First iOS & SwiftUI App: An App from Scratch.” In this course, we’ll finish off our “nice-to-haves” on our programming to-do list for Bull’s Eye, resulting in a professional and polished app.",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
